Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts, Sales,COGS,Profit,Date,Month Number,Month Name,Year
Channel Partners,Canada,VTT,High,2109,$250,$12.,"$25,308.",3036.96,"$22,271.04","$6,327.","$15,944.04",1/5/14,5,May,2014
Midmarket,France,VTT,High,3874.5,$250,$15.,"$58,117.5",6974.1,"$51,143.4","$38,745.","$12,398.4",1/7/14,7,July,2014
Enterprise,USA,VTT,High,2387,$250,$125.,"$298,375.",35805,"$262,570.","$286,440.","($23,870.)",1/11/14,11,November,2014
Midmarket,USA,Amarilla,High,2548,$260,$15.,"$38,220.",4586.4,"$33,633.6","$25,480.","$8,153.6",1/11/13,11,November,2013
Channel Partners,Mexico,Montana,High,2661,$5,$12.,"$31,932.",3831.84,"$28,100.16","$7,983.","$20,117.16",1/5/14,5,May,2014
Channel Partners,Canada,Amarilla,High,2761,$260,$12.,"$33,132.",3975.84,"$29,156.16","$8,283.","$20,873.16",1/9/13,9,September,2013
Midmarket,USA,Carretera,High,2567,$3,$15.,"$38,505.",5005.65,"$33,499.35","$25,670.","$7,829.35",1/6/14,6,June,2014
Midmarket,USA,VTT,High,2567,$250,$15.,"$38,505.",5005.65,"$33,499.35","$25,670.","$7,829.35",1/6/14,6,June,2014
Channel Partners,Mexico,Montana,High,604,$5,$12.,"$7,248.",942.24,"$6,305.76","$1,812.","$4,493.76",1/6/14,6,June,2014
Midmarket,France,Velo,High,3997.5,$120,$15.,"$59,962.5",7795.125,"$52,167.375","$39,975.","$12,192.375",1/1/14,1,January,2014
Channel Partners,Mexico,Velo,High,604,$120,$12.,"$7,248.",942.24,"$6,305.76","$1,812.","$4,493.76",1/6/14,6,June,2014
Midmarket,Germany,Velo,High,660,$120,$15.,"$9,900.",1287,"$8,613.","$6,600.","$2,013.",1/9/13,9,September,2013
Channel Partners,Mexico,Velo,High,410,$120,$12.,"$4,920.",639.6,"$4,280.4","$1,230.","$3,050.4",1/10/14,10,October,2014
Small Business,Mexico,Velo,High,2605,$120,$300.,"$781,500.",101595,"$679,905.","$651,250.","$28,655.",1/11/13,11,November,2013
Channel Partners,Germany,Velo,High,1013,$120,$12.,"$12,156.",1580.28,"$10,575.72","$3,039.","$7,536.72",1/12/14,12,December,2014
Enterprise,Canada,VTT,High,1583,$250,$125.,"$197,875.",25723.75,"$172,151.25","$189,960.","($17,808.75)",1/6/14,6,June,2014
Midmarket,Canada,VTT,High,1565,$250,$15.,"$23,475.",3051.75,"$20,423.25","$15,650.","$4,773.25",1/10/14,10,October,2014
Enterprise,Canada,Amarilla,High,1659,$260,$125.,"$207,375.",26958.75,"$180,416.25","$199,080.","($18,663.75)",1/1/14,1,January,2014
Channel Partners,Mexico,Amarilla,High,410,$260,$12.,"$4,920.",639.6,"$4,280.4","$1,230.","$3,050.4",1/10/14,10,October,2014
Channel Partners,Germany,Amarilla,High,1770,$260,$12.,"$21,240.",2761.2,"$18,478.8","$5,310.","$13,168.8",1/12/13,12,December,2013
Channel Partners,France,Amarilla,High,1393,$260,$12.,"$16,716.",2340.24,"$14,375.76","$4,179.","$10,196.76",1/10/14,10,October,2014
Channel Partners,USA,Amarilla,High,2015,$260,$12.,"$24,180.",3385.2,"$20,794.8","$6,045.","$14,749.8",1/12/13,12,December,2013
Small Business,Mexico,Carretera,High,801,$3,$300.,"$240,300.",33642,"$206,658.","$200,250.","$6,408.",1/7/14,7,July,2014
Enterprise,France,Carretera,High,1023,$3,$125.,"$127,875.",17902.5,"$109,972.5","$122,760.","($12,787.5)",1/9/13,9,September,2013
Small Business,Canada,Carretera,High,1496,$3,$300.,"$448,800.",62832,"$385,968.","$374,000.","$11,968.",1/10/14,10,October,2014
Small Business,USA,Carretera,High,1010,$3,$300.,"$303,000.",42420,"$260,580.","$252,500.","$8,080.",1/10/14,10,October,2014
Midmarket,Germany,Carretera,High,1513,$3,$15.,"$22,695.",3177.3,"$19,517.7","$15,130.","$4,387.7",1/11/14,11,November,2014
Midmarket,Canada,Carretera,High,2300,$3,$15.,"$34,500.",4830,"$29,670.","$23,000.","$6,670.",1/12/14,12,December,2014
Enterprise,Mexico,Carretera,High,2821,$3,$125.,"$352,625.",49367.5,"$303,257.5","$338,520.","($35,262.5)",1/12/13,12,December,2013
Midmarket,Canada,Montana,High,2300,$5,$15.,"$34,500.",4830,"$29,670.","$23,000.","$6,670.",1/12/14,12,December,2014
Enterprise,Mexico,Velo,High,1575,$120,$125.,"$196,875.",27562.5,"$169,312.5","$189,000.","($19,687.5)",1/2/14,2,February,2014
Small Business,USA,Velo,High,2460,$120,$300.,"$738,000.",103320,"$634,680.","$615,000.","$19,680.",1/7/14,7,July,2014
Small Business,Canada,Velo,High,269,$120,$300.,"$80,700.",11298,"$69,402.","$67,250.","$2,152.",1/10/13,10,October,2013
Small Business,Germany,Velo,High,2536,$120,$300.,"$760,800.",106512,"$654,288.","$634,000.","$20,288.",1/11/13,11,November,2013
Small Business,USA,VTT,High,2541,$250,$300.,"$762,300.",106722,"$655,578.","$635,250.","$20,328.",1/8/14,8,August,2014
Small Business,Canada,VTT,High,269,$250,$300.,"$80,700.",11298,"$69,402.","$67,250.","$2,152.",1/10/13,10,October,2013
Small Business,Canada,VTT,High,1496,$250,$300.,"$448,800.",62832,"$385,968.","$374,000.","$11,968.",1/10/14,10,October,2014
Small Business,USA,VTT,High,1010,$250,$300.,"$303,000.",42420,"$260,580.","$252,500.","$8,080.",1/10/14,10,October,2014
Small Business,Canada,Amarilla,High,888,$260,$300.,"$266,400.",37296,"$229,104.","$222,000.","$7,104.",1/3/14,3,March,2014
Enterprise,USA,Amarilla,High,2844,$260,$125.,"$355,500.",49770,"$305,730.","$341,280.","($35,550.)",1/5/14,5,May,2014
Channel Partners,France,Amarilla,High,2475,$260,$12.,"$29,700.",4158,"$25,542.","$7,425.","$18,117.",1/8/14,8,August,2014
Midmarket,Canada,Amarilla,High,1743,$260,$15.,"$26,145.",3660.3,"$22,484.7","$17,430.","$5,054.7",1/10/13,10,October,2013
Channel Partners,USA,Amarilla,High,2914,$260,$12.,"$34,968.",4895.52,"$30,072.48","$8,742.","$21,330.48",1/10/14,10,October,2014
Midmarket,Mexico,Amarilla,High,1870,$260,$15.,"$28,050.",3927,"$24,123.","$18,700.","$5,423.",1/11/13,11,November,2013
Enterprise,France,Carretera,High,1174,$3,$125.,"$146,750.",22012.5,"$124,737.5","$140,880.","($16,142.5)",1/8/14,8,August,2014
Enterprise,Germany,Carretera,High,2767,$3,$125.,"$345,875.",51881.25,"$293,993.75","$332,040.","($38,046.25)",1/8/14,8,August,2014
Enterprise,Germany,Carretera,High,1085,$3,$125.,"$135,625.",20343.75,"$115,281.25","$130,200.","($14,918.75)",1/10/14,10,October,2014
Small Business,Mexico,Montana,High,546,$5,$300.,"$163,800.",24570,"$139,230.","$136,500.","$2,730.",1/10/14,10,October,2014
Channel Partners,Mexico,Velo,High,500,$120,$12.,"$6,000.",900,"$5,100.","$1,500.","$3,600.",1/3/14,3,March,2014
Midmarket,France,Velo,High,2826,$120,$15.,"$42,390.",6358.5,"$36,031.5","$28,260.","$7,771.5",1/5/14,5,May,2014
Enterprise,France,Velo,High,663,$120,$125.,"$82,875.",12431.25,"$70,443.75","$79,560.","($9,116.25)",1/9/14,9,September,2014
Small Business,USA,Velo,High,2574,$120,$300.,"$772,200.",115830,"$656,370.","$643,500.","$12,870.",1/11/13,11,November,2013
Enterprise,USA,Velo,High,2438,$120,$125.,"$304,750.",45712.5,"$259,037.5","$292,560.","($33,522.5)",1/12/13,12,December,2013
Channel Partners,USA,Velo,High,914,$120,$12.,"$10,968.",1645.2,"$9,322.8","$2,742.","$6,580.8",1/12/14,12,December,2014
Midmarket,Germany,VTT,High,492,$250,$15.,"$7,380.",1107,"$6,273.","$4,920.","$1,353.",1/7/14,7,July,2014
Midmarket,Germany,VTT,High,1175,$250,$15.,"$17,625.",2643.75,"$14,981.25","$11,750.","$3,231.25",1/10/14,10,October,2014
Enterprise,Canada,VTT,High,2954,$250,$125.,"$369,250.",55387.5,"$313,862.5","$354,480.","($40,617.5)",1/11/13,11,November,2013
Enterprise,Germany,VTT,High,552,$250,$125.,"$69,000.",10350,"$58,650.","$66,240.","($7,590.)",1/11/14,11,November,2014
Small Business,France,Amarilla,High,2475,$260,$300.,"$742,500.",111375,"$631,125.","$618,750.","$12,375.",1/3/14,3,March,2014
Small Business,Mexico,Amarilla,High,546,$260,$300.,"$163,800.",24570,"$139,230.","$136,500.","$2,730.",1/10/14,10,October,2014
Channel Partners,USA,VTT,High,1806,$250,$12.,"$21,672.",3250.8,"$18,421.2","$5,418.","$13,003.2",1/5/14,5,May,2014
Midmarket,Mexico,Paseo,None,974,$10,$15.,"$14,610.",0,"$14,610.","$9,740.","$4,870.",1/2/14,2,February,2014
Channel Partners,Canada,Paseo,None,2518,$10,$12.,"$30,216.",0,"$30,216.","$7,554.","$22,662.",1/6/14,6,June,2014
Channel Partners,Germany,Paseo,None,367,$10,$12.,"$4,404.",0,"$4,404.","$1,101.","$3,303.",1/7/14,7,July,2014
Midmarket,France,Paseo,None,549,$10,$15.,"$8,235.",0,"$8,235.","$5,490.","$2,745.",1/9/13,9,September,2013
Small Business,Mexico,Paseo,None,788,$10,$300.,"$236,400.",0,"$236,400.","$197,000.","$39,400.",1/9/13,9,September,2013
Midmarket,Mexico,Paseo,None,2472,$10,$15.,"$37,080.",0,"$37,080.","$24,720.","$12,360.",1/9/14,9,September,2014
Channel Partners,USA,Paseo,None,912,$10,$12.,"$10,944.",0,"$10,944.","$2,736.","$8,208.",1/11/13,11,November,2013
Midmarket,Canada,Paseo,None,2152,$10,$15.,"$32,280.",0,"$32,280.","$21,520.","$10,760.",1/12/13,12,December,2013
Midmarket,France,Paseo,Low,2296,$10,$15.,"$34,440.",344.4,"$34,095.6","$22,960.","$11,135.6",1/2/14,2,February,2014
Midmarket,USA,Paseo,Low,1514,$10,$15.,"$22,710.",227.1,"$22,482.9","$15,140.","$7,342.9",1/2/14,2,February,2014
Enterprise,USA,Paseo,Low,727,$10,$125.,"$90,875.",908.75,"$89,966.25","$87,240.","$2,726.25",1/6/14,6,June,2014
Enterprise,France,Paseo,Low,787,$10,$125.,"$98,375.",983.75,"$97,391.25","$94,440.","$2,951.25",1/6/14,6,June,2014
Enterprise,Mexico,Paseo,Low,1823,$10,$125.,"$227,875.",2278.75,"$225,596.25","$218,760.","$6,836.25",1/7/14,7,July,2014
Midmarket,Germany,Paseo,Low,747,$10,$15.,"$11,205.",112.05,"$11,092.95","$7,470.","$3,622.95",1/9/14,9,September,2014
Channel Partners,Germany,Paseo,Low,766,$10,$12.,"$9,192.",91.92,"$9,100.08","$2,298.","$6,802.08",1/10/13,10,October,2013
Small Business,USA,Paseo,Low,2905,$10,$300.,"$871,500.",8715,"$862,785.","$726,250.","$136,535.",1/11/14,11,November,2014
Midmarket,Canada,Paseo,Low,2363,$10,$15.,"$35,445.",708.9,"$34,736.1","$23,630.","$11,106.1",1/2/14,2,February,2014
Small Business,France,Paseo,Low,918,$10,$300.,"$275,400.",5508,"$269,892.","$229,500.","$40,392.",1/5/14,5,May,2014
Small Business,Germany,Paseo,Low,1728,$10,$300.,"$518,400.",10368,"$508,032.","$432,000.","$76,032.",1/5/14,5,May,2014
Channel Partners,USA,Paseo,Low,1142,$10,$12.,"$13,704.",274.08,"$13,429.92","$3,426.","$10,003.92",1/6/14,6,June,2014
Enterprise,Mexico,Paseo,Low,662,$10,$125.,"$82,750.",1655,"$81,095.","$79,440.","$1,655.",1/6/14,6,June,2014
Channel Partners,Canada,Paseo,Low,1295,$10,$12.,"$15,540.",310.8,"$15,229.2","$3,885.","$11,344.2",1/10/14,10,October,2014
Enterprise,Germany,Paseo,Low,809,$10,$125.,"$101,125.",2022.5,"$99,102.5","$97,080.","$2,022.5",1/10/13,10,October,2013
Enterprise,Mexico,Paseo,Low,2145,$10,$125.,"$268,125.",5362.5,"$262,762.5","$257,400.","$5,362.5",1/10/13,10,October,2013
Channel Partners,France,Paseo,Low,1785,$10,$12.,"$21,420.",428.4,"$20,991.6","$5,355.","$15,636.6",1/11/13,11,November,2013
Small Business,Canada,Paseo,Low,1916,$10,$300.,"$574,800.",11496,"$563,304.","$479,000.","$84,304.",1/12/14,12,December,2014
Enterprise,Canada,Paseo,Low,2729,$10,$125.,"$341,125.",6822.5,"$334,302.5","$327,480.","$6,822.5",1/12/14,12,December,2014
Midmarket,USA,Paseo,Low,1925,$10,$15.,"$28,875.",577.5,"$28,297.5","$19,250.","$9,047.5",1/12/13,12,December,2013
Channel Partners,France,Paseo,Low,1055,$10,$12.,"$12,660.",253.2,"$12,406.8","$3,165.","$9,241.8",1/12/14,12,December,2014
Channel Partners,Mexico,Paseo,Low,1084,$10,$12.,"$13,008.",260.16,"$12,747.84","$3,252.","$9,495.84",1/12/14,12,December,2014
Small Business,France,Paseo,Low,2434.5,$10,$300.,"$730,350.",21910.5,"$708,439.5","$608,625.","$99,814.5",1/1/14,1,January,2014
Enterprise,Canada,Paseo,Low,1774,$10,$125.,"$221,750.",6652.5,"$215,097.5","$212,880.","$2,217.5",1/3/14,3,March,2014
Channel Partners,France,Paseo,Low,1901,$10,$12.,"$22,812.",684.36,"$22,127.64","$5,703.","$16,424.64",1/6/14,6,June,2014
Small Business,Germany,Paseo,Low,689,$10,$300.,"$206,700.",6201,"$200,499.","$172,250.","$28,249.",1/6/14,6,June,2014
Enterprise,Germany,Paseo,Low,1570,$10,$125.,"$196,250.",5887.5,"$190,362.5","$188,400.","$1,962.5",1/6/14,6,June,2014
Channel Partners,USA,Paseo,Low,1369.5,$10,$12.,"$16,434.",493.02,"$15,940.98","$4,108.5","$11,832.48",1/7/14,7,July,2014
Enterprise,Canada,Paseo,Low,2009,$10,$125.,"$251,125.",7533.75,"$243,591.25","$241,080.","$2,511.25",1/10/14,10,October,2014
Midmarket,Germany,Paseo,Low,1945,$10,$15.,"$29,175.",875.25,"$28,299.75","$19,450.","$8,849.75",1/10/13,10,October,2013
Enterprise,France,Paseo,Low,1287,$10,$125.,"$160,875.",4826.25,"$156,048.75","$154,440.","$1,608.75",1/12/14,12,December,2014
Enterprise,Germany,Paseo,Low,1706,$10,$125.,"$213,250.",6397.5,"$206,852.5","$204,720.","$2,132.5",1/12/14,12,December,2014
Midmarket,Mexico,Paseo,Low,2031,$10,$15.,"$30,465.",1218.6,"$29,246.4","$20,310.","$8,936.4",1/10/14,10,October,2014
Midmarket,France,Paseo,Low,2261,$10,$15.,"$33,915.",1356.6,"$32,558.4","$22,610.","$9,948.4",1/12/13,12,December,2013
Enterprise,Germany,Paseo,Low,795,$10,$125.,"$99,375.",3975,"$95,400.","$95,400.",$0.,1/3/14,3,March,2014
Small Business,Germany,Paseo,Low,1414.5,$10,$300.,"$424,350.",16974,"$407,376.","$353,625.","$53,751.",1/4/14,4,April,2014
Small Business,USA,Paseo,Low,2918,$10,$300.,"$875,400.",35016,"$840,384.","$729,500.","$110,884.",1/5/14,5,May,2014
Enterprise,France,Paseo,Low,2988,$10,$125.,"$373,500.",14940,"$358,560.","$358,560.",$0.,1/7/14,7,July,2014
Midmarket,Canada,Paseo,Low,218,$10,$15.,"$3,270.",130.8,"$3,139.2","$2,180.",$959.2,1/9/14,9,September,2014
Midmarket,USA,Paseo,Low,671,$10,$15.,"$10,065.",402.6,"$9,662.4","$6,710.","$2,952.4",1/10/13,10,October,2013
Midmarket,Mexico,Paseo,Low,1514,$10,$15.,"$22,710.",908.4,"$21,801.6","$15,140.","$6,661.6",1/10/13,10,October,2013
Enterprise,Mexico,Paseo,Low,1138,$10,$125.,"$142,250.",5690,"$136,560.","$136,560.",$0.,1/12/14,12,December,2014
Channel Partners,Canada,Paseo,Medium,2431,$10,$12.,"$29,172.",1458.6,"$27,713.4","$7,293.","$20,420.4",1/12/14,12,December,2014
Enterprise,USA,Paseo,Medium,2992,$10,$125.,"$374,000.",18700,"$355,300.","$359,040.","($3,740.)",1/3/14,3,March,2014
Enterprise,France,Paseo,Medium,2385,$10,$125.,"$298,125.",14906.25,"$283,218.75","$286,200.","($2,981.25)",1/3/14,3,March,2014
Small Business,Mexico,Paseo,Medium,1607,$10,$300.,"$482,100.",24105,"$457,995.","$401,750.","$56,245.",1/4/14,4,April,2014
Small Business,USA,Paseo,Medium,991,$10,$300.,"$297,300.",14865,"$282,435.","$247,750.","$34,685.",1/6/14,6,June,2014
Midmarket,France,Paseo,Medium,2620,$10,$15.,"$39,300.",1965,"$37,335.","$26,200.","$11,135.",1/9/14,9,September,2014
Enterprise,USA,Paseo,Medium,861,$10,$125.,"$107,625.",5381.25,"$102,243.75","$103,320.","($1,076.25)",1/10/14,10,October,2014
Enterprise,France,Paseo,Medium,704,$10,$125.,"$88,000.",4400,"$83,600.","$84,480.",($880.),1/10/13,10,October,2013
Midmarket,Germany,Paseo,Medium,2116,$10,$15.,"$31,740.",1587,"$30,153.","$21,160.","$8,993.",1/12/13,12,December,2013
Midmarket,France,Paseo,Medium,3801,$10,$15.,"$57,015.",3420.9,"$53,594.1","$38,010.","$15,584.1",1/4/14,4,April,2014
Channel Partners,Canada,Paseo,Medium,2299,$10,$12.,"$27,588.",1655.28,"$25,932.72","$6,897.","$19,035.72",1/10/13,10,October,2013
Midmarket,USA,Paseo,Medium,2198,$10,$15.,"$32,970.",1978.2,"$30,991.8","$21,980.","$9,011.8",1/8/14,8,August,2014
Midmarket,Germany,Paseo,Medium,1743,$10,$15.,"$26,145.",1568.7,"$24,576.3","$17,430.","$7,146.3",1/8/14,8,August,2014
Midmarket,USA,Paseo,Medium,1153,$10,$15.,"$17,295.",1037.7,"$16,257.3","$11,530.","$4,727.3",1/10/14,10,October,2014
Small Business,Canada,Paseo,Medium,1702,$10,$300.,"$510,600.",35742,"$474,858.","$425,500.","$49,358.",1/5/14,5,May,2014
Small Business,France,Paseo,Medium,448,$10,$300.,"$134,400.",9408,"$124,992.","$112,000.","$12,992.",1/6/14,6,June,2014
Enterprise,Germany,Paseo,Medium,3513,$10,$125.,"$439,125.",30738.75,"$408,386.25","$421,560.","($13,173.75)",1/7/14,7,July,2014
Midmarket,France,Paseo,Medium,2101,$10,$15.,"$31,515.",2206.05,"$29,308.95","$21,010.","$8,298.95",1/8/14,8,August,2014
Midmarket,USA,Paseo,Medium,2931,$10,$15.,"$43,965.",3077.55,"$40,887.45","$29,310.","$11,577.45",1/9/13,9,September,2013
Small Business,Germany,Paseo,Medium,1123,$10,$300.,"$336,900.",23583,"$313,317.","$280,750.","$32,567.",1/9/13,9,September,2013
Small Business,Canada,Paseo,Medium,1404,$10,$300.,"$421,200.",29484,"$391,716.","$351,000.","$40,716.",1/11/13,11,November,2013
Channel Partners,Mexico,Paseo,Medium,2763,$10,$12.,"$33,156.",2320.92,"$30,835.08","$8,289.","$22,546.08",1/11/13,11,November,2013
Enterprise,Mexico,Paseo,Medium,1114,$10,$125.,"$139,250.",11140,"$128,110.","$133,680.","($5,570.)",1/3/14,3,March,2014
Small Business,Mexico,Paseo,Medium,2460,$10,$300.,"$738,000.",59040,"$678,960.","$615,000.","$63,960.",1/6/14,6,June,2014
Small Business,Mexico,Paseo,Medium,2565,$10,$300.,"$769,500.",69255,"$700,245.","$641,250.","$58,995.",1/1/14,1,January,2014
Midmarket,USA,Paseo,Medium,3675,$10,$15.,"$55,125.",4961.25,"$50,163.75","$36,750.","$13,413.75",1/4/14,4,April,2014
Small Business,Canada,Paseo,Medium,1094,$10,$300.,"$328,200.",29538,"$298,662.","$273,500.","$25,162.",1/6/14,6,June,2014
Midmarket,France,Paseo,Medium,1227,$10,$15.,"$18,405.",1656.45,"$16,748.55","$12,270.","$4,478.55",1/10/14,10,October,2014
Channel Partners,Mexico,Paseo,Medium,367,$10,$12.,"$4,404.",396.36,"$4,007.64","$1,101.","$2,906.64",1/10/13,10,October,2013
Small Business,France,Paseo,Medium,1324,$10,$300.,"$397,200.",35748,"$361,452.","$331,000.","$30,452.",1/11/14,11,November,2014
Channel Partners,Germany,Paseo,Medium,1775,$10,$12.,"$21,300.",1917,"$19,383.","$5,325.","$14,058.",1/11/13,11,November,2013
Enterprise,USA,Paseo,Medium,2797,$10,$125.,"$349,625.",31466.25,"$318,158.75","$335,640.","($17,481.25)",1/12/14,12,December,2014
Channel Partners,USA,Paseo,High,386,$10,$12.,"$4,632.",463.2,"$4,168.8","$1,158.","$3,010.8",1/10/13,10,October,2013
Small Business,Mexico,Paseo,High,591,$10,$300.,"$177,300.",17730,"$159,570.","$147,750.","$11,820.",1/5/14,5,May,2014
Midmarket,France,Paseo,High,2167,$10,$15.,"$32,505.",3250.5,"$29,254.5","$21,670.","$7,584.5",1/10/13,10,October,2013
Channel Partners,France,Paseo,High,1198,$10,$12.,"$14,376.",1581.36,"$12,794.64","$3,594.","$9,200.64",1/10/13,10,October,2013
Small Business,Canada,Paseo,High,873,$10,$300.,"$261,900.",28809,"$233,091.","$218,250.","$14,841.",1/1/14,1,January,2014
Channel Partners,Canada,Paseo,High,4026,$10,$12.,"$48,312.",5314.32,"$42,997.68","$12,078.","$30,919.68",1/7/14,7,July,2014
Channel Partners,France,Paseo,High,2425.5,$10,$12.,"$29,106.",3201.66,"$25,904.34","$7,276.5","$18,627.84",1/7/14,7,July,2014
Midmarket,Mexico,Paseo,High,1984,$10,$15.,"$29,760.",3273.6,"$26,486.4","$19,840.","$6,646.4",1/8/14,8,August,2014
Enterprise,France,Paseo,High,2441,$10,$125.,"$305,125.",33563.75,"$271,561.25","$292,920.","($21,358.75)",1/10/14,10,October,2014
Small Business,Canada,Paseo,High,1366,$10,$300.,"$409,800.",45078,"$364,722.","$341,500.","$23,222.",1/11/14,11,November,2014
Small Business,USA,Paseo,High,3495,$10,$300.,"$1,048,500.",125820,"$922,680.","$873,750.","$48,930.",1/1/14,1,January,2014
Enterprise,Mexico,Paseo,High,2156,$10,$125.,"$269,500.",32340,"$237,160.","$258,720.","($21,560.)",1/10/14,10,October,2014
Small Business,Germany,Paseo,High,1359,$10,$300.,"$407,700.",48924,"$358,776.","$339,750.","$19,026.",1/11/14,11,November,2014
Small Business,Mexico,Paseo,High,2150,$10,$300.,"$645,000.",77400,"$567,600.","$537,500.","$30,100.",1/11/14,11,November,2014
Midmarket,Mexico,Paseo,High,380,$10,$15.,"$5,700.",684,"$5,016.","$3,800.","$1,216.",1/12/13,12,December,2013
Small Business,Germany,Paseo,High,807,$10,$300.,"$242,100.",31473,"$210,627.","$201,750.","$8,877.",1/1/14,1,January,2014
Enterprise,Canada,Paseo,High,1583,$10,$125.,"$197,875.",25723.75,"$172,151.25","$189,960.","($17,808.75)",1/6/14,6,June,2014
Channel Partners,Mexico,Paseo,High,571,$10,$12.,"$6,852.",890.76,"$5,961.24","$1,713.","$4,248.24",1/7/14,7,July,2014
Midmarket,Canada,Paseo,High,1565,$10,$15.,"$23,475.",3051.75,"$20,423.25","$15,650.","$4,773.25",1/10/14,10,October,2014
Channel Partners,Germany,Paseo,High,1013,$10,$12.,"$12,156.",1580.28,"$10,575.72","$3,039.","$7,536.72",1/12/14,12,December,2014
Midmarket,Germany,Paseo,High,278,$10,$15.,"$4,170.",583.8,"$3,586.2","$2,780.",$806.2,1/2/14,2,February,2014
Midmarket,USA,Paseo,High,1767,$10,$15.,"$26,505.",3710.7,"$22,794.3","$17,670.","$5,124.3",1/9/14,9,September,2014
Channel Partners,France,Paseo,High,1393,$10,$12.,"$16,716.",2340.24,"$14,375.76","$4,179.","$10,196.76",1/10/14,10,October,2014
Midmarket,Canada,Paseo,High,2470,$10,$15.,"$37,050.",5187,"$31,863.","$24,700.","$7,163.",1/9/13,9,September,2013
Midmarket,Canada,Paseo,High,1743,$10,$15.,"$26,145.",3660.3,"$22,484.7","$17,430.","$5,054.7",1/10/13,10,October,2013
Channel Partners,USA,Paseo,High,2914,$10,$12.,"$34,968.",4895.52,"$30,072.48","$8,742.","$21,330.48",1/10/14,10,October,2014
Channel Partners,Canada,Paseo,High,2222,$10,$12.,"$26,664.",3732.96,"$22,931.04","$6,666.","$16,265.04",1/11/13,11,November,2013
Midmarket,Canada,Paseo,High,1614,$10,$15.,"$24,210.",3631.5,"$20,578.5","$16,140.","$4,438.5",1/4/14,4,April,2014
Midmarket,Canada,Paseo,High,2559,$10,$15.,"$38,385.",5757.75,"$32,627.25","$25,590.","$7,037.25",1/8/14,8,August,2014
Enterprise,Germany,Paseo,High,1085,$10,$125.,"$135,625.",20343.75,"$115,281.25","$130,200.","($14,918.75)",1/10/14,10,October,2014
Midmarket,Germany,Paseo,High,1175,$10,$15.,"$17,625.",2643.75,"$14,981.25","$11,750.","$3,231.25",1/10/14,10,October,2014
Channel Partners,USA,Paseo,High,914,$10,$12.,"$10,968.",1645.2,"$9,322.8","$2,742.","$6,580.8",1/12/14,12,December,2014